Fabric_Type,Region,Cost_per_Unit(INR),Transport_Time(days),Distance_to_Base(km),Demand_Units,Available_Stock,Supplier_Rating(1-5),Risk_Factor(1-10),Supply_Priority
Wool,Cold Desert,1081.13,28.01,1176.1,11937,12909,2.1,5.8,MEDIUM
Wool,Coastal,1133.5,11.47,548.2,8081,7759,2.9,5.6,MEDIUM
Cotton,General Use,585.49,9.73,532.5,4865,6072,3.9,2.9,LOW
Nylon,Coastal,771.79,14.2,974.9,8214,10236,4.3,5.9,MEDIUM
Kevlar,General Use,2755.16,4.25,303.0,6853,7631,2.9,9.8,LOW
Kevlar,High Altitude,3269.93,29.27,900.1,13790,9615,4.3,3.7,HIGH
Cotton,Hot Desert,460.69,21.39,1611.2,5900,9143,3.9,4.2,MEDIUM
Nylon,Hot Desert,687.44,14.43,697.5,5569,6852,4.9,4.4,MEDIUM
Nylon,Coastal,490.18,13.73,786.6,8630,5670,1.9,2.4,MEDIUM
Nylon,Coastal,746.18,7.78,452.5,11792,10433,2.9,7.6,MEDIUM
Nylon,Coastal,721.71,14.17,765.3,13890,11702,3.3,9.2,MEDIUM
Cotton,Coastal,375.54,7.86,542.6,9859,9864,2.5,3.5,LOW
Nylon,General Use,706.1,7.21,430.3,6368,2623,2.2,8.2,MEDIUM
Wool,Cold Desert,510.55,29.84,1406.2,10415,12939,1.4,1.2,MEDIUM
Wool,High Altitude,538.52,34.97,2537.0,10187,4354,1.3,7.9,HIGH
Nylon,Hot Desert,638.59,17.94,1291.2,5013,5919,1.5,3.1,MEDIUM
Bamboo Fibre,General Use,579.61,9.63,412.1,8864,13290,3.9,8.0,LOW
Polyester,Coastal,253.87,6.77,281.2,13595,14877,2.7,2.3,LOW
Polyester,Jungle,156.92,22.27,832.3,13687,9019,4.1,7.8,HIGH
Cotton,General Use,304.86,9.75,641.1,6641,3185,4.6,5.7,MEDIUM
Polyester,General Use,297.9,3.62,215.5,6977,10415,3.6,2.7,LOW
Bamboo Fibre,High Altitude,599.58,31.21,1776.1,16050,15109,1.2,5.0,MEDIUM
Polyester,General Use,270.32,6.63,357.0,8205,10827,4.0,6.8,LOW
Bamboo Fibre,Jungle,327.33,19.45,1131.4,9230,5942,4.3,6.5,HIGH
Cotton,Jungle,436.29,31.45,1017.9,10534,15427,3.9,3.4,MEDIUM
Polyester,Coastal,412.01,13.33,784.8,11119,17505,1.8,6.3,MEDIUM
Cotton,High Altitude,299.41,22.6,723.9,5565,2956,2.3,4.2,HIGH
Cotton,Jungle,360.98,33.68,2421.4,11667,11509,4.5,7.9,MEDIUM
Cotton,Cold Desert,532.56,24.05,1606.9,13265,19167,4.6,7.3,MEDIUM
Cotton,General Use,500.67,9.23,685.5,3291,1580,3.9,4.5,MEDIUM
Kevlar,Jungle,3027.68,21.41,969.4,18870,28030,4.7,7.3,MEDIUM
Wool,Cold Desert,1016.45,22.22,872.1,13341,19124,3.5,3.3,MEDIUM
Wool,Coastal,911.13,6.63,236.4,12842,8197,3.5,9.7,MEDIUM
Cotton,General Use,345.32,7.73,275.7,4196,4365,1.1,8.1,LOW
Bamboo Fibre,Cold Desert,454.24,23.04,695.0,13461,15378,1.5,5.2,MEDIUM
Kevlar,High Altitude,2329.33,33.55,1138.7,6141,9071,3.2,8.6,MEDIUM
Nylon,Cold Desert,362.03,27.71,1613.8,13967,21649,1.1,2.2,MEDIUM
Wool,Hot Desert,1172.75,15.31,769.6,10094,6345,2.7,4.0,MEDIUM
Cotton,Coastal,557.35,10.15,717.4,8813,11506,1.5,6.8,MEDIUM
Cotton,Cold Desert,305.25,24.03,1038.4,5573,5531,4.8,9.2,MEDIUM
Polyester,Hot Desert,294.2,15.45,483.6,4045,2636,4.9,9.8,MEDIUM
Polyester,Jungle,261.86,38.74,1895.4,12401,13837,3.3,8.1,MEDIUM
Bamboo Fibre,Coastal,575.38,12.99,514.5,5012,6447,3.3,2.0,MEDIUM
Cotton,General Use,222.62,8.12,611.2,6477,9664,3.0,7.2,LOW
Nylon,Hot Desert,307.14,10.07,695.0,6884,6058,3.6,5.6,MEDIUM
Bamboo Fibre,Cold Desert,580.56,28.39,2001.5,8258,3520,1.6,8.5,HIGH
Bamboo Fibre,Jungle,527.34,35.37,1343.3,13279,14150,1.8,2.4,MEDIUM
Nylon,Coastal,796.77,7.46,266.3,5349,8394,3.0,2.3,LOW
Nylon,Hot Desert,770.55,23.28,1513.0,11876,6311,4.5,5.1,HIGH
Bamboo Fibre,General Use,480.03,8.15,592.3,4227,2544,2.5,5.1,MEDIUM
Bamboo Fibre,High Altitude,452.77,33.54,2514.7,17562,9738,1.5,6.9,HIGH
Wool,Coastal,678.41,12.65,717.7,7393,7038,3.8,7.6,MEDIUM
Nylon,General Use,598.48,3.53,227.8,4025,1842,1.9,8.6,MEDIUM
Polyester,Jungle,323.19,23.87,734.8,9074,4455,3.8,8.0,HIGH
Polyester,General Use,400.0,6.67,289.2,4388,3929,1.1,3.4,MEDIUM
Polyester,Hot Desert,158.89,16.99,585.3,8358,5228,1.1,1.2,MEDIUM
Polyester,Hot Desert,403.33,10.48,613.5,5826,5889,1.5,4.7,MEDIUM
Polyester,Jungle,264.84,15.94,512.1,13195,20568,3.4,1.7,MEDIUM
Nylon,Hot Desert,487.1,17.78,723.8,5168,3633,3.7,1.5,MEDIUM
Polyester,General Use,434.92,8.98,400.7,7535,4925,2.3,3.6,MEDIUM
Nylon,Hot Desert,471.0,13.88,665.9,5021,5548,1.4,8.2,MEDIUM
Bamboo Fibre,General Use,442.36,8.26,572.5,4160,5160,3.0,5.1,LOW
Cotton,General Use,479.86,6.7,486.9,7401,6649,4.3,9.9,MEDIUM
Nylon,High Altitude,316.49,33.16,2307.0,17628,27089,3.6,8.9,MEDIUM
Wool,Hot Desert,707.93,21.48,769.9,8897,10360,1.3,4.2,MEDIUM
Wool,Hot Desert,796.33,17.18,1131.8,6020,7844,3.2,2.2,MEDIUM
Cotton,Cold Desert,353.9,21.65,1241.2,9360,10425,4.3,2.6,MEDIUM
Nylon,Hot Desert,433.88,10.64,616.9,6532,3214,4.4,1.6,MEDIUM
Nylon,Coastal,718.65,13.82,562.7,9819,9962,4.4,1.8,MEDIUM
Polyester,Jungle,170.27,30.41,1437.6,11557,8236,1.7,6.2,HIGH
Wool,High Altitude,740.59,44.05,2814.1,12772,9714,2.2,5.6,HIGH
Polyester,High Altitude,272.9,44.26,2286.2,10514,10672,1.5,2.0,MEDIUM
Wool,Cold Desert,863.04,16.94,579.4,13047,8485,3.2,2.0,MEDIUM
Nylon,General Use,364.14,8.9,623.5,4107,6351,3.6,5.4,LOW
Kevlar,Coastal,2981.71,9.89,705.3,7380,6768,1.7,4.5,MEDIUM
Wool,General Use,1014.24,5.14,403.9,3847,3232,3.6,2.6,MEDIUM
Nylon,Jungle,370.15,33.08,1217.3,10064,7597,4.0,9.8,HIGH
Wool,General Use,1092.94,7.38,420.6,3333,4375,3.0,3.8,LOW
Nylon,General Use,568.92,5.34,248.0,3339,1419,3.3,7.5,MEDIUM
Cotton,High Altitude,439.14,24.99,1799.4,8896,3654,3.1,2.3,HIGH
Polyester,Jungle,221.39,38.93,1432.6,11650,10984,1.8,2.3,MEDIUM
Kevlar,Coastal,1344.42,12.38,985.1,7841,4841,3.3,9.6,MEDIUM
Nylon,Hot Desert,662.26,23.61,1655.9,10799,16902,1.3,9.5,MEDIUM
Wool,Coastal,712.38,5.76,178.6,7597,11447,2.9,8.0,LOW
Bamboo Fibre,General Use,512.99,5.71,443.0,5586,6717,4.8,4.3,LOW
Polyester,General Use,346.54,3.11,177.8,6921,8491,3.6,3.6,LOW
Cotton,Jungle,299.77,20.34,739.8,8254,4368,3.1,7.1,HIGH
Nylon,General Use,497.36,6.22,280.6,4409,4566,3.7,5.5,LOW
Wool,Hot Desert,1111.21,10.39,569.6,6060,7030,1.7,2.2,MEDIUM
Bamboo Fibre,Jungle,552.56,35.64,1844.2,11499,7825,2.7,1.6,HIGH
Bamboo Fibre,Coastal,495.92,6.39,448.5,8621,12212,3.9,4.1,LOW
Polyester,High Altitude,344.5,22.64,951.4,7530,9379,2.6,2.4,MEDIUM
Kevlar,Hot Desert,2971.68,16.03,1256.0,9063,11390,3.8,3.0,MEDIUM
Kevlar,Coastal,1488.09,11.8,477.4,13547,7874,2.0,5.7,MEDIUM
Wool,Coastal,481.37,14.75,596.4,6839,3209,1.5,2.6,MEDIUM
Nylon,Coastal,879.72,7.26,425.0,7661,7258,1.3,7.5,MEDIUM
Kevlar,Hot Desert,2162.06,16.05,883.2,9369,8223,1.3,9.5,MEDIUM
Kevlar,Hot Desert,1669.31,22.98,1705.8,8089,5920,1.7,4.6,HIGH
Kevlar,High Altitude,2481.63,26.24,862.9,9404,8307,3.8,3.2,MEDIUM
Wool,High Altitude,895.31,21.8,1569.7,10158,5450,3.9,5.6,HIGH
Nylon,Hot Desert,513.78,20.27,987.1,7968,12200,2.6,8.0,MEDIUM
Nylon,High Altitude,305.63,26.19,910.4,17420,27201,4.9,4.4,MEDIUM
Polyester,High Altitude,263.62,32.49,1667.0,7132,7577,4.4,1.7,MEDIUM
Kevlar,Hot Desert,3368.81,18.25,950.6,4378,2816,1.0,9.0,HIGH
Kevlar,High Altitude,2609.43,39.86,2748.8,7257,6052,2.3,3.0,MEDIUM
Polyester,Jungle,379.7,16.93,1278.8,15167,14657,4.6,1.8,MEDIUM
Wool,General Use,555.35,8.98,586.5,5566,7164,2.7,1.6,LOW
Cotton,General Use,525.4,5.86,242.1,5630,3403,3.5,6.6,MEDIUM
Polyester,Coastal,371.12,11.02,606.4,13380,9471,1.4,4.9,MEDIUM
Bamboo Fibre,Jungle,651.65,21.51,913.3,15040,14266,4.6,2.4,MEDIUM
Cotton,Hot Desert,505.71,15.04,488.2,11780,6791,4.9,8.9,MEDIUM
Nylon,Hot Desert,898.09,14.79,726.1,10887,9791,2.7,7.2,MEDIUM
Wool,High Altitude,935.42,32.63,1488.7,15408,21851,3.5,4.3,MEDIUM
Polyester,Jungle,216.4,26.9,1531.2,14819,23574,2.4,1.6,MEDIUM
Cotton,Jungle,569.88,29.19,968.8,19746,17534,2.6,4.5,MEDIUM
Bamboo Fibre,Hot Desert,674.79,17.91,855.3,4357,5339,4.3,9.5,MEDIUM
Bamboo Fibre,General Use,328.87,5.29,173.4,3438,2399,1.8,8.2,MEDIUM
Nylon,Hot Desert,476.78,11.58,450.3,5914,3889,4.0,9.3,MEDIUM
Nylon,High Altitude,749.94,41.34,3014.0,17507,8537,1.6,6.4,HIGH
Kevlar,Cold Desert,1982.25,28.41,1486.2,7579,9519,1.9,4.2,MEDIUM
Bamboo Fibre,Coastal,613.93,9.2,629.5,6084,8350,1.2,6.2,LOW
Kevlar,Jungle,1563.72,37.51,2502.9,19450,25055,3.2,6.5,MEDIUM
Nylon,Cold Desert,324.01,17.18,851.0,14451,11985,4.9,5.7,MEDIUM
Wool,Coastal,1149.09,14.29,1106.8,8694,12113,4.5,5.1,MEDIUM
Wool,Cold Desert,1086.49,13.27,1035.6,6360,8756,3.3,5.3,MEDIUM
Wool,Hot Desert,484.31,19.77,617.4,6314,8811,3.1,6.6,MEDIUM
Nylon,Jungle,688.94,18.53,1327.0,15343,11199,1.7,5.8,HIGH
Bamboo Fibre,Hot Desert,653.71,14.86,484.2,4692,3113,4.7,7.5,MEDIUM
Nylon,Coastal,893.49,7.23,354.4,7880,5128,1.1,4.5,MEDIUM
Polyester,Coastal,412.24,6.13,458.6,11992,15920,4.3,7.6,LOW
Nylon,General Use,361.32,4.1,309.9,6224,9652,4.6,8.3,LOW
Nylon,High Altitude,607.61,29.96,1621.1,16454,20794,2.0,7.4,MEDIUM
Wool,Cold Desert,597.64,24.66,1726.4,14771,16210,3.1,5.3,MEDIUM
Kevlar,Cold Desert,1692.07,28.64,932.3,14649,9879,2.5,1.3,HIGH
Cotton,General Use,541.22,8.47,374.6,8810,7879,1.6,1.9,MEDIUM
Nylon,Hot Desert,537.15,18.3,1045.4,6993,3077,3.7,9.6,HIGH
Cotton,High Altitude,372.9,42.01,1876.3,5776,5677,3.3,3.8,MEDIUM
Bamboo Fibre,Jungle,621.55,34.54,2468.5,12915,10105,2.3,5.6,HIGH
Nylon,Hot Desert,705.11,10.08,772.4,4895,2108,4.0,7.7,MEDIUM
Polyester,Hot Desert,265.86,13.71,720.4,7315,4888,3.7,7.0,MEDIUM
Wool,General Use,987.86,3.27,139.8,5831,8026,1.2,3.3,LOW
Bamboo Fibre,Cold Desert,594.11,29.36,2328.6,10847,15159,2.1,6.1,MEDIUM
Nylon,General Use,424.39,4.74,249.2,5156,6058,1.9,2.0,LOW
Wool,Cold Desert,1110.76,20.17,1289.6,14722,21927,4.9,1.5,MEDIUM
Kevlar,General Use,3209.9,5.1,306.4,6265,5422,1.1,7.4,MEDIUM
Bamboo Fibre,Jungle,300.15,35.59,1077.5,11085,9647,1.6,6.0,MEDIUM
Kevlar,General Use,3362.0,7.04,383.4,3208,2901,1.4,7.8,MEDIUM
Cotton,Jungle,510.53,30.12,1722.6,18184,27433,1.7,5.0,MEDIUM
Bamboo Fibre,General Use,542.14,7.98,356.8,3539,4217,3.7,4.6,LOW
Kevlar,High Altitude,1393.35,25.93,1872.3,9378,4237,4.5,1.1,HIGH
Bamboo Fibre,High Altitude,553.98,33.24,2522.4,16905,19085,3.6,4.4,MEDIUM
Nylon,High Altitude,738.37,36.15,1614.1,6181,7728,2.2,6.3,MEDIUM
Cotton,Cold Desert,594.83,24.86,782.3,13114,7020,3.0,9.3,HIGH
Polyester,Cold Desert,312.02,12.09,452.3,5454,7724,4.3,1.3,MEDIUM
Wool,High Altitude,627.17,33.84,1600.5,12563,18617,2.9,1.3,MEDIUM
Cotton,Jungle,488.2,23.06,1064.2,7671,11288,1.4,9.7,MEDIUM
Polyester,General Use,282.23,4.65,207.8,3322,4413,3.5,2.1,LOW
Wool,Jungle,628.15,24.18,1606.0,11509,7682,3.3,8.4,HIGH
Nylon,Jungle,500.78,34.61,2767.8,14051,16453,3.7,1.2,MEDIUM
Kevlar,Cold Desert,1318.25,13.18,548.3,11487,11388,2.9,1.4,MEDIUM
Nylon,Cold Desert,613.67,18.23,698.4,12004,16931,2.4,8.6,MEDIUM
Wool,High Altitude,697.04,40.02,2884.4,7861,3562,1.0,5.9,HIGH
Cotton,Coastal,299.91,14.58,1109.6,6863,6700,3.3,9.2,MEDIUM
Kevlar,Hot Desert,1767.0,24.38,904.2,4808,4660,1.9,7.7,MEDIUM
Kevlar,General Use,3085.4,9.56,330.9,4619,6077,4.5,5.3,LOW
Wool,Cold Desert,1001.95,15.61,738.7,5232,3257,3.0,7.2,MEDIUM
Bamboo Fibre,Jungle,407.16,30.55,1557.2,16472,14374,1.0,4.0,MEDIUM
Cotton,Jungle,263.91,19.75,746.5,12600,19381,1.8,6.2,MEDIUM
Cotton,Cold Desert,466.31,12.01,711.8,8857,9522,2.5,1.9,MEDIUM
Wool,General Use,959.0,6.63,374.3,9861,5843,4.1,3.2,MEDIUM
Kevlar,Hot Desert,2753.23,14.26,619.9,6763,9949,1.3,5.9,MEDIUM
Kevlar,Jungle,3264.19,25.02,1788.3,15679,7005,2.9,8.7,HIGH
Nylon,Jungle,507.41,28.4,2080.2,18733,29044,2.7,2.1,MEDIUM
Nylon,High Altitude,525.14,21.64,658.4,13179,20423,1.6,7.5,MEDIUM
Kevlar,Cold Desert,2525.68,24.17,1070.2,12861,15562,2.3,4.5,MEDIUM
Nylon,High Altitude,740.45,21.99,841.7,8952,9782,4.0,3.6,MEDIUM
Bamboo Fibre,Hot Desert,426.26,22.92,1227.9,11004,8243,2.8,8.5,HIGH
Polyester,Cold Desert,437.32,26.26,1312.8,14924,7519,4.7,9.0,HIGH
Polyester,Jungle,262.97,24.4,1268.7,7095,6262,2.2,3.2,MEDIUM
Nylon,Cold Desert,404.46,29.6,1312.9,8140,5886,1.1,7.2,HIGH
Bamboo Fibre,Hot Desert,553.46,19.6,720.1,11775,18263,4.7,9.1,MEDIUM
Nylon,Cold Desert,561.7,20.94,644.5,14766,21270,3.4,2.6,MEDIUM
Cotton,Coastal,358.08,7.11,254.5,5621,7660,1.2,6.3,LOW
Kevlar,Hot Desert,2710.06,16.91,696.5,7040,7368,1.1,4.0,MEDIUM
Nylon,Jungle,750.67,26.28,1161.6,15000,11190,3.5,3.5,HIGH
Cotton,General Use,415.54,7.26,523.6,6620,6464,1.1,4.3,MEDIUM
Wool,Coastal,1143.22,8.91,689.8,8601,8625,4.8,4.8,LOW
Polyester,Cold Desert,436.87,28.12,2201.8,12155,13508,1.8,4.4,MEDIUM
Cotton,Cold Desert,490.97,26.6,856.8,6024,6531,1.2,7.8,MEDIUM
Cotton,Coastal,590.95,12.75,858.6,11077,17128,1.5,5.0,MEDIUM
Cotton,Coastal,464.61,13.31,679.5,10191,14472,4.4,1.4,MEDIUM
Nylon,Jungle,700.53,30.54,1748.1,7738,9090,4.0,7.9,MEDIUM
Wool,General Use,1106.22,5.23,239.1,8671,3908,2.0,5.3,MEDIUM
Wool,Coastal,637.69,7.96,586.7,12382,6276,2.6,4.6,MEDIUM
Bamboo Fibre,Jungle,273.92,24.51,1251.7,17446,15881,1.3,1.2,MEDIUM
Kevlar,General Use,3009.6,3.45,110.8,5451,2530,2.7,9.2,MEDIUM
Bamboo Fibre,Hot Desert,493.48,23.86,1431.9,8908,7186,2.9,9.0,HIGH
Wool,Jungle,751.39,37.04,1153.6,8960,7545,3.4,5.9,MEDIUM
Wool,Coastal,636.74,5.13,186.6,10692,9143,1.8,5.6,MEDIUM
Cotton,Coastal,281.63,13.5,1079.1,10345,16352,2.2,5.0,MEDIUM
Nylon,Jungle,830.59,19.44,1387.6,13254,17368,1.9,4.4,MEDIUM
Wool,Cold Desert,857.36,21.56,1625.2,10893,12839,1.4,9.1,MEDIUM
Kevlar,Jungle,2480.79,33.79,2605.4,9123,8202,3.6,8.9,MEDIUM
Cotton,Hot Desert,426.46,16.8,1137.7,11110,13693,1.4,9.3,MEDIUM
Polyester,General Use,301.77,5.23,215.8,5573,5644,4.9,1.1,LOW
Kevlar,Jungle,2183.11,34.92,1589.4,6432,5488,1.0,6.2,MEDIUM
Polyester,Hot Desert,448.98,16.28,709.8,4252,5181,4.1,8.0,MEDIUM
Bamboo Fibre,Cold Desert,452.01,13.05,398.4,5297,6893,2.1,1.7,MEDIUM
Kevlar,Jungle,3131.89,26.76,1382.2,17375,12118,4.9,3.6,HIGH
Wool,Coastal,627.33,5.67,310.3,9046,14296,1.2,7.9,LOW
Kevlar,Jungle,3128.05,33.09,2437.7,9520,8688,3.7,6.6,MEDIUM
Nylon,Jungle,405.92,23.33,1195.2,12100,7222,4.5,9.6,HIGH
Bamboo Fibre,High Altitude,650.67,24.53,1334.8,11859,9191,3.2,2.7,HIGH
Cotton,Coastal,391.63,8.03,319.0,8615,3547,1.3,10.0,MEDIUM
Wool,Hot Desert,581.59,15.11,989.9,12873,15472,3.2,7.2,MEDIUM
Bamboo Fibre,Hot Desert,550.26,17.39,1338.3,4498,6880,4.9,6.6,MEDIUM
Wool,Cold Desert,574.39,22.28,789.0,7195,10534,2.2,7.3,MEDIUM
Bamboo Fibre,High Altitude,268.99,38.48,1776.7,13347,18852,1.8,3.5,MEDIUM
Cotton,General Use,277.24,3.31,166.1,3152,2730,1.8,2.6,MEDIUM
Bamboo Fibre,Jungle,369.74,34.27,1292.4,8637,3738,3.9,2.6,HIGH
Wool,Hot Desert,1192.13,20.31,1598.8,6578,7506,3.9,1.5,MEDIUM
Wool,High Altitude,616.05,22.26,1033.8,7483,7675,3.1,5.8,MEDIUM
Kevlar,Jungle,3212.3,23.12,1806.3,15665,14710,2.6,9.9,MEDIUM
Nylon,Jungle,819.91,22.14,1611.0,14451,20788,1.3,6.4,MEDIUM
Bamboo Fibre,Hot Desert,599.86,11.28,833.7,5117,5007,4.0,3.2,MEDIUM
Bamboo Fibre,Jungle,261.05,18.81,613.3,15623,20623,4.1,6.5,MEDIUM
Nylon,High Altitude,496.61,20.15,1494.2,11446,13726,3.0,3.2,MEDIUM
Wool,Jungle,984.08,30.37,1774.9,11824,9209,4.2,8.0,HIGH
Bamboo Fibre,Jungle,262.03,24.14,1246.6,15383,11805,3.2,3.2,HIGH
Cotton,Coastal,326.13,5.28,283.6,12616,9524,4.9,4.7,MEDIUM
Nylon,Hot Desert,470.74,12.15,713.4,4120,1909,1.4,3.2,MEDIUM
Wool,General Use,575.61,8.89,417.8,6840,7353,4.4,8.4,LOW
Kevlar,High Altitude,2565.69,29.63,1436.8,10835,14666,4.8,8.1,MEDIUM
Polyester,Cold Desert,270.89,12.76,475.4,9421,8013,2.5,6.7,MEDIUM
Bamboo Fibre,High Altitude,537.42,34.98,1620.4,13426,9841,1.7,8.1,HIGH
Kevlar,Jungle,1205.46,34.21,2130.3,14894,21233,2.2,5.4,MEDIUM
Bamboo Fibre,Jungle,310.97,21.25,1038.8,10061,14600,2.0,3.3,MEDIUM
Kevlar,Coastal,2406.4,11.74,775.2,13096,15741,1.9,3.5,MEDIUM
Polyester,High Altitude,184.56,22.17,882.2,13169,16767,1.2,1.9,MEDIUM
Kevlar,Hot Desert,1486.22,14.06,515.4,12844,13106,4.5,5.2,MEDIUM
Polyester,Hot Desert,408.12,13.43,524.2,7776,9388,4.0,4.8,MEDIUM
Bamboo Fibre,High Altitude,630.62,33.0,2005.8,15038,6687,2.4,2.6,HIGH
Bamboo Fibre,High Altitude,607.34,40.62,2929.3,8195,12279,1.9,6.8,MEDIUM
Cotton,Cold Desert,268.97,14.56,774.6,6638,4707,3.2,5.0,MEDIUM
Cotton,Coastal,567.56,7.72,406.3,12939,16385,4.5,8.5,LOW
Bamboo Fibre,High Altitude,358.48,28.23,1015.2,11468,11070,2.8,4.0,MEDIUM
Nylon,Jungle,353.93,21.96,1599.3,10482,7934,2.8,3.1,HIGH
Wool,Coastal,672.18,5.09,187.3,6865,7884,4.2,5.1,LOW
Wool,Hot Desert,854.05,16.02,906.5,8294,6477,3.8,9.5,MEDIUM
Bamboo Fibre,High Altitude,589.79,33.16,2326.2,10922,12042,1.3,7.2,MEDIUM
Wool,General Use,793.42,4.26,150.8,7773,11273,3.5,3.4,LOW
Bamboo Fibre,Coastal,629.34,9.96,508.5,13773,8749,2.9,2.0,MEDIUM
Cotton,High Altitude,361.94,34.79,1201.9,5640,4342,3.5,2.1,HIGH
Bamboo Fibre,General Use,592.81,7.48,561.8,6840,6286,2.7,1.9,MEDIUM
Bamboo Fibre,Coastal,335.26,8.03,447.3,6569,2650,2.5,7.6,MEDIUM
Polyester,Cold Desert,297.12,24.32,1692.0,6462,4006,1.4,10.0,HIGH
Cotton,General Use,408.53,5.69,185.8,6159,3734,1.7,5.4,MEDIUM
Wool,Coastal,609.68,9.94,792.5,12911,13093,1.1,3.5,LOW
Kevlar,General Use,2687.08,5.4,420.7,8046,6448,1.6,5.5,MEDIUM
Kevlar,Hot Desert,1718.45,19.76,1240.9,6055,5241,1.5,8.7,MEDIUM
Bamboo Fibre,Hot Desert,345.73,23.33,1327.7,6821,7977,1.9,1.8,MEDIUM
Cotton,Cold Desert,551.64,22.98,1016.5,10780,15123,3.0,4.1,MEDIUM
Nylon,Cold Desert,358.27,22.18,801.4,14049,12649,3.8,4.6,MEDIUM
Bamboo Fibre,Jungle,275.73,30.9,1982.5,13375,18517,2.7,3.1,MEDIUM
Nylon,Coastal,821.3,13.19,509.7,12451,15633,4.0,5.8,MEDIUM
Polyester,Jungle,207.16,38.04,2785.5,11316,6565,4.3,1.1,HIGH
Kevlar,Jungle,1255.36,28.5,1583.3,15634,22548,3.0,9.1,MEDIUM
Kevlar,High Altitude,3150.71,44.64,2380.3,9842,15413,3.2,10.0,MEDIUM
Nylon,Hot Desert,356.65,13.76,896.5,10191,14904,3.7,2.6,MEDIUM
Nylon,Coastal,820.05,14.6,949.2,5597,6231,5.0,2.6,MEDIUM
Kevlar,Hot Desert,1373.07,18.8,847.2,9735,7652,1.7,1.4,HIGH
Bamboo Fibre,Cold Desert,296.94,20.0,626.1,10352,15224,3.8,7.3,MEDIUM
Nylon,Cold Desert,736.02,21.9,1058.6,7608,9460,1.7,2.7,MEDIUM
Kevlar,Hot Desert,2959.27,11.61,688.0,9996,13817,4.9,3.6,MEDIUM
Nylon,Jungle,887.29,30.8,2440.4,15966,18453,2.3,6.3,MEDIUM
Wool,Coastal,421.85,9.25,488.3,8418,3422,3.7,9.5,MEDIUM
Nylon,Jungle,405.11,25.95,1120.9,9667,6499,3.5,7.6,HIGH
Wool,Hot Desert,568.67,13.94,449.4,8689,11740,2.4,2.5,MEDIUM
Kevlar,Cold Desert,3204.89,27.78,929.1,12984,14460,4.5,1.5,MEDIUM
Polyester,Cold Desert,434.88,16.79,573.2,10937,11350,4.2,9.9,MEDIUM
Bamboo Fibre,Hot Desert,527.86,12.2,714.9,7625,11603,4.6,2.7,MEDIUM
Wool,Jungle,447.91,16.38,1288.4,13809,10510,3.2,6.3,MEDIUM
Nylon,Coastal,450.97,8.38,536.9,6471,2826,4.8,4.0,MEDIUM
Nylon,Cold Desert,478.7,25.99,802.4,11567,9974,1.9,6.2,MEDIUM
Nylon,Hot Desert,434.22,18.42,1379.5,11233,14087,2.4,2.3,MEDIUM
Cotton,Hot Desert,532.36,23.71,1345.2,8444,13098,4.5,4.2,MEDIUM
Wool,Jungle,941.89,20.42,905.0,15006,14281,1.1,4.7,MEDIUM
Polyester,Cold Desert,299.39,13.34,1040.9,6546,8411,2.8,1.2,MEDIUM
Polyester,Hot Desert,303.7,15.27,732.1,7413,9165,2.2,5.8,MEDIUM
Nylon,Hot Desert,703.75,23.86,1598.5,11139,13260,2.7,3.9,MEDIUM
Cotton,General Use,287.17,6.99,365.8,8076,4502,4.1,2.1,MEDIUM
Kevlar,Jungle,3374.43,27.99,1572.7,11452,15725,4.6,7.5,MEDIUM
Wool,High Altitude,926.09,24.54,1461.0,13985,7563,1.8,2.4,HIGH
Cotton,Hot Desert,523.85,18.9,690.1,10165,10468,3.1,4.9,MEDIUM
Cotton,Jungle,532.2,32.9,1744.4,10395,15163,3.2,1.7,MEDIUM
Cotton,High Altitude,272.67,33.14,1880.1,13813,21255,1.5,6.9,MEDIUM
Bamboo Fibre,Coastal,360.93,10.58,691.8,12985,12166,4.0,2.3,MEDIUM
Kevlar,Cold Desert,2890.09,14.3,1056.8,10462,8989,2.3,2.9,MEDIUM
Cotton,Coastal,448.99,9.28,364.7,13070,14640,3.1,2.6,LOW
Polyester,General Use,229.29,5.67,330.1,9901,12026,1.1,4.5,LOW
Nylon,Coastal,312.45,9.77,473.0,4874,2047,2.9,4.7,MEDIUM
Cotton,Coastal,436.61,9.44,477.1,13045,10525,4.6,1.3,MEDIUM
Bamboo Fibre,Jungle,375.11,35.77,1571.0,9559,9621,3.2,10.0,MEDIUM
Bamboo Fibre,Cold Desert,373.87,19.6,1037.5,5247,2582,4.6,9.9,HIGH
Polyester,Hot Desert,408.37,11.04,571.5,5145,7911,4.2,3.4,MEDIUM
Nylon,Hot Desert,865.79,18.26,805.9,5624,5035,2.8,4.5,MEDIUM
Bamboo Fibre,High Altitude,343.13,37.78,2007.9,5889,2936,2.4,1.3,HIGH
Bamboo Fibre,Cold Desert,692.47,22.94,1383.1,13395,11583,2.9,2.3,MEDIUM
Nylon,Coastal,784.53,13.29,638.5,9880,4711,3.0,7.4,MEDIUM
Polyester,Cold Desert,212.93,25.59,1682.8,6818,3104,4.7,8.6,HIGH
Bamboo Fibre,General Use,330.09,7.17,429.1,6764,6788,3.4,6.5,LOW
Bamboo Fibre,Jungle,356.43,26.14,1889.7,8660,8418,3.8,8.2,MEDIUM
